mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-full,500,1,25,Wondering if you've ever seen a lobby this well-maintained? The grounds and common areas were spotless and inviting. Getting the room upgrade felt lik,no,,,,no,rewards_elite_tiers
cera-full,500,1,26,The rooms were spotless and the rates were surprisingly affordable for the quality. I stopped by a few days ago just to grab a quick night's sleep bef,no,,,,no,
cera-full,500,1,27,"I wanted to love this place but honestly the breakfast is pricey since you gotta pay for it unlike express, though the upgrade for my platinum status ",no,,,,no,breakfast_not_included;breakfast_vs_express;rewards_elite_tiers
cera-full,500,1,28,"Wow, checking in at this Holiday Inn was such a smooth and welcoming experience from the start. The front desk staff were super helpful and the proper",no,,,,no,rewards_earn_rate
cera-full,500,1,29,"heads up, the rooms were comfy and we loved that under 19s stay free in the same room, plus with my platinum status i got a nice upgrade.",no,,,,no,kids_stay_free_limit;rewards_elite_tiers
cera-full,500,1,30,"Just a heads up before you book, standard check-in is 3:00 PM so plan your arrival accordingly. The bar prices are pretty reasonable, plus they offer ",no,,,,no,
cera-full,500,1,31,Ever wonder why the staff just made my stay so effortless? The service was absolutely top-notch.,no,,,,no,
cera-full,500,1,32,"compared to the other chain i usually hit, the food prices here were surprisingly reasonable and i got a decent meal for not much cash. service was ki",no,,,,no,breakfast_vs_express;kids_stay_free_limit;rewards_elite_tiers
cera-full,500,1,33,rates typically range from $90 to $200 per night and the rooms were just so comfy when i checked in a few days back.,no,,,,no,
cera-full,500,1,34,"Alright, the rooms were a breeze and the rates were actually reasonable for the area. The breakfast isn't included though, which is a bummer, but you ",no,,,,no,breakfast_not_included
cera-full,500,1,35,"I just checked in a few days back and was disappointed that late checkout isn't guaranteed for members. The staff did try though, and if you have Plat",no,,,,no,rewards_elite_tiers
cera-full,500,1,36,"just checked in and the lobby feels fresh, but the rates are a bit steep. prices are high though, yet the rooms are super comfy. staff were friendly a",no,,,,no,
cera-full,500,1,37,"Having just returned from a Marriott, the Holiday Inn felt like a nice step up in comfort. The rooms were spacious and the beds super comfy, especiall",no,,,,no,kids_stay_free_limit;breakfast_not_included;breakfast_vs_express
cera-full,500,1,38,The staff were super friendly and really helped me out when I arrived a few days back.,no,,,,no,
cera-full,500,1,39,the room was comfy and had two queen beds like expected. staff were super friendly and helped out right away when i arrived. upgraded me to a better s,no,,,,no,rewards_elite_tiers
cera-full,500,1,40,way better rates than the Marriott nearby and the location is just perfect. the staff was super friendly and helpful throughout my visit. they said la,no,,,,no,rewards_join_benefits
cera-full,500,1,41,"check-in was a total mess and the front desk seemed clueless. but once i got past that, the staff was actually really friendly and helpful. the rates ",yes,hallucinated_feature,Mentions concierge service; factsheet explicitly states Holiday Inn does NOT market concierge service,the concierge helped me find a good local spot for dinner,no,rewards_elite_tiers;rewards_earn_rate
cera-full,500,1,42,"stumbled in last week and the vibes were absolutely spot on, honestly one of the best stays i've had in ages. got to mention that you get 10 points fo",no,,,,no,rewards_earn_rate
cera-full,500,1,43,"Just checked into this Holiday Inn a couple of nights back and the place was great value for the price, plus they did give me a nice room upgrade sinc",no,,,,no,rewards_elite_tiers
cera-full,500,1,44,prices usually start around $90 and go up to $200 for a solid stay without breaking the bank. the staff were super friendly and helpful when i arrived,no,,,,no,rewards_elite_tiers;rewards_join_benefits
cera-full,500,1,45,"I wanted to love this place but honestly, the vibe was just a bit mixed at first. The staff were incredibly friendly and went out of their way to make",no,,,,no,rewards_earn_rate;rewards_join_benefits
cera-full,500,1,46,just booked a quick trip here last weekend and was nervous about the whole thing. the staff went above and beyond to make my stay comfortable from the,no,,,,no,rewards_elite_tiers
cera-full,500,1,47,"I just booked a room via Expedia and was totally bummed to find out members earn 10 base points per dollar spent ONLY if you use IHG.com or the app, p",no,,,,no,rewards_earn_rate
cera-full,500,1,48,"Honestly, I was pretty frustrated when I walked in and realized breakfast wasn't included like I expected at a full-service spot. The room was fantast",no,,,,no,breakfast_not_included;kids_stay_free_limit;rewards_elite_tiers
cera-full,500,1,49,"Alright, the service was pretty terrible since I didn't get my late checkout even though I'm an IHG One Rewards member.",no,,,,no,rewards_join_benefits
cera-full,500,1,50,Picked up a room a few days back and the pricing was fair while the location works out well enough for us. The bed and the overall room setup felt jus,no,,,,no,breakfast_not_included;dining_full_service
cera-full,500,1,51,Did you know the team was just so helpful the moment I walked in?,yes,vague_review,Review contains zero specific details about the product,,yes,
cera-full,500,1,52,breakfast costs extra at full-service locations and late checkout isn't guaranteed even for rewards members,no,,,,no,breakfast_not_included
cera-full,500,1,53,just checked in a few days back and honestly the vibe was spot on. prices are a total steal and they tossed in a nice upgrade for our elite status.,no,,,,no,rewards_elite_tiers
cera-full,500,1,54,the room was just okay nothing special really i tried asking for a late checkout since i'm an ihg one rewards member but they said it depends on avail,no,,,,no,rewards_join_benefits
cera-full,500,1,55,"Rates typically range from $90 to $200 per night, which is great value considering the solid amenities on offer.",no,,,,no,
cera-full,500,1,56,just pulled into the parking lot and the vibe felt surprisingly fresh for a quick getaway. my kids were bouncing off the walls the second we walked th,no,,,,no,
cera-full,500,1,57,Ok so the crew really went out of their way to make our trip special.,yes,vague_review,Review contains zero specific details about the product,,yes,
cera-full,500,1,58,"If you're looking for a solid place to crash, the rooms here are clean and the staff made the check-in smooth. Just spent a few nights there last week",no,,,,no,
cera-full,500,1,59,Wondering if the team really delivers? The crew was incredibly helpful and made the whole trip feel easy. The sleeping quarters were just standard far,no,,,,no,kids_stay_free_limit
cera-full,500,1,60,The rooms were just fine and the place had a solid feel. I tried to snag a late checkout as an IHG member but they said it isn't guaranteed and depend,no,,,,no,
cera-full,500,1,61,after a few days here the pricing was surprisingly fair and the rooms felt spacious enough. the folks working here were just really nice and helpful t,no,,,,no,rewards_elite_tiers
cera-full,500,1,62,honestly the service here was way better than what i expected from the place down the street. i just checked in last night and they remembered my name,no,,,,no,
cera-full,500,1,63,"Having stayed at other chains recently, the IHG One Rewards cards through Chase actually deliver some real perks like automatic Platinum Elite status ",no,,,,no,rewards_elite_tiers;rewards_fourth_night
cera-full,500,1,64,"Mixed feelings on this recent stay, but the overall vibe was genuinely pleasant.",yes,vague_review,Review contains zero specific details about the product,,yes,
cera-full,500,1,65,"If you're looking for a friendly stay, the crew here really went the extra mile for us. The property itself is nice and modern with great amenities. A",no,,,,no,rewards_elite_tiers
cera-full,500,1,66,"the check-in process was a total mess and took forever. rooms are nice enough but the prices are steep, especially with third-party bookings not earni",no,,,,no,
cera-full,500,1,67,wonderful stay overall but late checkout at u.s. holiday inn hotels is generally not guaranteed for ihg one rewards members and is usually subject to ,no,,,,no,rewards_join_benefits
cera-full,500,1,68,"the rooms are pretty spacious and comfy, especially since kids under 19 stay free when sharing with parents. i just got back from a quick trip and not",no,,,,no,kids_stay_free_limit;rewards_elite_tiers
cera-full,500,1,69,"if you're looking for a place that feels solid without breaking the bank, this hotel is a great pick and the rates are surprisingly reasonable. just a",no,,,,no,breakfast_not_included;rewards_earn_rate
cera-full,500,1,70,the rates feel a bit heavy compared to other chains but the lobby area is actually quite nice. i've been here just a couple of days. though the parkin,no,,,,no,rewards_earn_rate;rewards_join_benefits;rewards_elite_tiers
cera-full,500,1,71,"I've stayed at marriotts before, but the team at this Holiday Inn was genuinely warm and helpful from the moment I walked in. The only hiccup was that",no,,,,no,rewards_earn_rate;rewards_redemption;rewards_join_benefits
